0001001EM1200903.csv,1,BT3800(ZZZZ)00.00.00,,âÒòH1R,âÒòH1T,âÒòH2R,âÒòH2T,âÒòH3R,âÒòH3T,âÒòH4R,âÒòH4T,âÒòH5R,âÒòH5T,âÒòH6R,âÒòH6T,âÒòH7R,âÒòH7T,âÒòH8R,âÒòH8T,âÒòH9R,âÒòH9T,âÒòH10R,âÒòH10T,âÒòH11R,âÒòH11T,âÒòH12R,âÒòH12T,âÒòH13R,âÒòH13T,âÒòH14R,âÒòH14T,âÒòH15R,âÒòH15T,âÒòH16R,âÒòH16T
2013,8,4,23,0.2,0.21,0.01,0.45,0.22,0.43,0.47,0.67,0.56,0.34,0.22,0.43,0.59,0.58,0.43,0.53,0.2,0.21,0.01,0.45,0.22,0.43,0.47,0.67,0.56,0.34,0.22,0.43,0.59,0.58,0.43,0.53
2013,8,4,24,0.47,0.52,0.06,1.28,0.49,1.1,1.41,1.58,1.41,0.94,0.83,1.27,1.25,1.25,1.16,1.04,0.47,0.52,0.06,1.28,0.49,1.1,1.41,1.58,1.41,0.94,0.83,1.27,1.25,1.25,1.16,1.04
2013,8,5,1,0.64,0.65,0.01,1.95,0.66,1.65,1.42,2.73,1.59,1.01,1.25,1.69,1.36,1.91,1.81,1.79,0.64,0.65,0.01,1.95,0.66,1.65,1.42,2.73,1.59,1.01,1.25,1.69,1.36,1.91,1.81,1.79
2013,8,5,2,0.24,0.26,0.02,0.72,0.26,0.55,0.53,1.08,0.49,0.31,0.34,0.52,0.61,0.61,0.66,0.68,0.24,0.26,0.02,0.72,0.26,0.55,0.53,1.08,0.49,0.31,0.34,0.52,0.61,0.61,0.66,0.68
2013,8,5,3,0.23,0.25,0.03,0.72,0.24,0.59,0.54,0.67,0.68,0.35,0.46,0.49,0.64,0.53,0.53,0.61,0.23,0.25,0.03,0.72,0.24,0.59,0.54,0.67,0.68,0.35,0.46,0.49,0.64,0.53,0.53,0.61
2013,8,5,4,0.23,0.24,0.01,0.69,0.25,0.59,0.61,0.59,0.6,0.42,0.24,0.6,0.48,0.67,0.67,0.67,0.23,0.24,0.01,0.69,0.25,0.59,0.61,0.59,0.6,0.42,0.24,0.6,0.48,0.67,0.67,0.67
2013,8,5,5,0.24,0.26,0.02,0.67,0.27,0.52,0.52,0.52,0.71,0.33,0.4,0.63,0.62,0.57,0.67,0.58,0.24,0.26,0.02,0.67,0.27,0.52,0.52,0.52,0.71,0.33,0.4,0.63,0.62,0.57,0.67,0.58
2013,8,5,6,0.25,0.27,0.02,0.73,0.26,0.54,0.52,0.56,0.57,0.3,0.32,0.58,0.56,0.67,0.71,0.65,0.25,0.27,0.02,0.73,0.26,0.54,0.52,0.56,0.57,0.3,0.32,0.58,0.56,0.67,0.71,0.65
2013,8,5,7,0.28,0.29,0.01,0.77,0.29,0.74,0.76,0.6,0.61,0.48,0.43,0.76,0.63,0.66,0.72,0.69,0.28,0.29,0.01,0.77,0.29,0.74,0.76,0.6,0.61,0.48,0.43,0.76,0.63,0.66,0.72,0.69
2013,8,5,8,0.78,0.79,0.01,1.81,0.86,1.94,1.97,2.55,1.59,1.58,1.47,2.26,1.88,2.34,1.93,2.41,0.78,0.79,0.01,1.81,0.86,1.94,1.97,2.55,1.59,1.58,1.47,2.26,1.88,2.34,1.93,2.41
2013,8,5,9,1.21,1.33,0.13,3.91,1.22,2.74,2.6,4.58,2.56,1.7,1.35,3.16,3.58,2.82,3.81,6.53,1.21,1.33,0.13,3.91,1.22,2.74,2.6,4.58,2.56,1.7,1.35,3.16,3.58,2.82,3.81,6.53
2013,8,5,10,0.84,0.88,0.04,2.14,0.88,2.3,2.06,4.33,2.17,1.61,0.86,2.44,2.46,1.82,2.21,6.53,0.84,0.88,0.04,2.14,0.88,2.3,2.06,4.33,2.17,1.61,0.86,2.44,2.46,1.82,2.21,6.53
2013,8,5,11,1.03,1.07,0.04,3.07,1.08,2.98,2.75,4.7,2.93,1.95,1.28,2.1,2.95,2.09,2.77,7.2,1.03,1.07,0.04,3.07,1.08,2.98,2.75,4.7,2.93,1.95,1.28,2.1,2.95,2.09,2.77,7.2
2013,8,5,12,0.75,0.82,0.075,2.065,0.81,1.59,1.96,2.955,1.91,1.8,1.095,1.84,2.85,1.85,2.18,5.115,0.75,0.82,0.075,2.065,0.81,1.59,1.96,2.955,1.91,1.8,1.095,1.84,2.85,1.85,2.18,5.115
2013,8,5,13,1.26,1.33,0.07,3.22,1.28,3.05,3.48,5.01,2.69,2.18,2.11,3.51,5.22,3.44,3.97,6.06,1.26,1.33,0.07,3.22,1.28,3.05,3.48,5.01,2.69,2.18,2.11,3.51,5.22,3.44,3.97,6.06
2013,8,5,14,1.33,1.46,0.15,4.17,1.39,3.26,3.41,5.72,3.65,1.96,1.57,3.81,3.72,3.51,3.92,10.9,1.33,1.46,0.15,4.17,1.39,3.26,3.41,5.72,3.65,1.96,1.57,3.81,3.72,3.51,3.92,10.9
2013,8,5,15,1,1.08,0.08,2.41,1.06,2.71,2.86,5.02,2.66,1.54,1.84,2.34,2.11,2.76,2.51,8.46,1,1.08,0.08,2.41,1.06,2.71,2.86,5.02,2.66,1.54,1.84,2.34,2.11,2.76,2.51,8.46
2013,8,5,16,0.9,0.92,0.02,2.53,0.91,2.26,1.92,4.62,2.46,1.47,1.05,1.92,2.51,1.89,2.52,6.06,0.9,0.92,0.02,2.53,0.91,2.26,1.92,4.62,2.46,1.47,1.05,1.92,2.51,1.89,2.52,6.06
2013,8,5,17,1.57,1.73,0.18,3.48,1.67,3.89,4.16,7.66,4.71,4.64,1.61,3.39,4.79,4.13,4.08,11.38,1.57,1.73,0.18,3.48,1.67,3.89,4.16,7.66,4.71,4.64,1.61,3.39,4.79,4.13,4.08,11.38
2013,8,5,18,0.86,0.93,0.07,2.34,0.91,2.41,2.59,3.79,1.82,3.48,1.7,2.2,2.02,1.93,2.46,6.61,0.86,0.93,0.07,2.34,0.91,2.41,2.59,3.79,1.82,3.48,1.7,2.2,2.02,1.93,2.46,6.61
2013,8,5,19,0.89,0.9,0.01,2.39,0.94,2.12,1.95,3.79,2.41,2.83,1.69,2.05,2.26,2,2.32,7.5,0.89,0.9,0.01,2.39,0.94,2.12,1.95,3.79,2.41,2.83,1.69,2.05,2.26,2,2.32,7.5
2013,8,5,20,0.72,0.77,0.05,1.81,0.73,1.54,1.81,2.89,1.6,1.44,0.8,1.71,1.56,1.63,2.42,6.59,0.72,0.77,0.05,1.81,0.73,1.54,1.81,2.89,1.6,1.44,0.8,1.71,1.56,1.63,2.42,6.59
2013,8,5,21,0.98,1.03,0.05,2.19,1.06,2.67,2.16,4.11,2.37,2.71,1.72,1.99,2.92,2.3,2.97,8.67,0.98,1.03,0.05,2.19,1.06,2.67,2.16,4.11,2.37,2.71,1.72,1.99,2.92,2.3,2.97,8.67
2013,8,5,22,0.45,0.47,0.02,1.25,0.48,1.16,1.2,1.73,1.23,0.84,0.78,0.92,1.35,1.11,1.27,3.56,0.45,0.47,0.02,1.25,0.48,1.16,1.2,1.73,1.23,0.84,0.78,0.92,1.35,1.11,1.27,3.56
2013,8,5,23,0.61,0.64,0.03,1.75,0.62,1.39,1.3,2.63,1.26,1.26,0.92,1.35,1.39,1.64,1.67,4.9,0.61,0.64,0.03,1.75,0.62,1.39,1.3,2.63,1.26,1.26,0.92,1.35,1.39,1.64,1.67,4.9
2013,8,5,24,0.43,0.46,0.03,1.21,0.44,1.28,1.1,1.97,1.18,0.7,0.68,0.88,1,1.11,1.08,0.95,0.43,0.46,0.03,1.21,0.44,1.28,1.1,1.97,1.18,0.7,0.68,0.88,1,1.11,1.08,0.95
2013,8,6,1,0.22,0.24,0.02,0.61,0.24,0.57,0.46,1.03,0.53,0.34,0.29,0.52,0.5,0.59,0.61,0.65,0.22,0.24,0.02,0.61,0.24,0.57,0.46,1.03,0.53,0.34,0.29,0.52,0.5,0.59,0.61,0.65
2013,8,6,2,0.23,0.25,0.02,0.6,0.24,0.69,0.54,0.84,0.52,0.46,0.44,0.64,0.47,0.64,0.56,0.53,0.23,0.25,0.02,0.6,0.24,0.69,0.54,0.84,0.52,0.46,0.44,0.64,0.47,0.64,0.56,0.53
2013,8,6,3,0.55,0.56,0.01,1.49,0.6,1.61,1.27,1.6,1.5,1.04,1.03,1.19,1.28,1.15,1.11,1.58,0.55,0.56,0.01,1.49,0.6,1.61,1.27,1.6,1.5,1.04,1.03,1.19,1.28,1.15,1.11,1.58
2013,8,6,4,0.26,0.28,0.02,0.83,0.28,0.69,0.55,0.76,0.58,0.43,0.43,0.69,0.55,0.62,0.64,0.55,0.26,0.28,0.02,0.83,0.28,0.69,0.55,0.76,0.58,0.43,0.43,0.69,0.55,0.62,0.64,0.55
2013,8,6,5,0.22,0.24,0.02,0.67,0.23,0.57,0.46,0.5,0.46,0.27,0.44,0.58,0.45,0.62,0.54,0.49,0.22,0.24,0.02,0.67,0.23,0.57,0.46,0.5,0.46,0.27,0.44,0.58,0.45,0.62,0.54,0.49
2013,8,6,6,0.26,0.29,0.03,0.81,0.27,0.54,0.78,0.59,0.63,0.41,0.32,0.56,0.59,0.68,0.71,0.67,0.26,0.29,0.03,0.81,0.27,0.54,0.78,0.59,0.63,0.41,0.32,0.56,0.59,0.68,0.71,0.67
2013,8,6,7,0.25,0.27,0.02,0.66,0.27,0.66,0.56,0.74,0.51,0.42,0.33,0.6,0.7,0.64,0.71,0.73,0.25,0.27,0.02,0.66,0.27,0.66,0.56,0.74,0.51,0.42,0.33,0.6,0.7,0.64,0.71,0.73
2013,8,6,8,0.45,0.5,0.05,1.14,0.5,1.1,0.99,1.77,1.26,0.74,0.6,1.08,1.21,1.32,1.16,1.35,0.45,0.5,0.05,1.14,0.5,1.1,0.99,1.77,1.26,0.74,0.6,1.08,1.21,1.32,1.16,1.35
2013,8,6,9,1.65,1.8,0.17,4,1.69,3.72,3.68,7.95,4.44,2.41,2.87,4.51,3.55,4.25,5.76,9.1,1.65,1.8,0.17,4,1.69,3.72,3.68,7.95,4.44,2.41,2.87,4.51,3.55,4.25,5.76,9.1
2013,8,6,10,1.1,1.21,0.12,2.71,1.13,3.15,3.23,6.48,3.25,1.79,1.81,3.19,2.69,2.9,3.14,9.81,1.1,1.21,0.12,2.71,1.13,3.15,3.23,6.48,3.25,1.79,1.81,3.19,2.69,2.9,3.14,9.81
2013,8,6,11,1.91,1.97,0.06,5.79,2.06,5.62,5.33,9.51,4.12,2.41,2.57,4.84,6.74,5.01,5.23,13.85,1.91,1.97,0.06,5.79,2.06,5.62,5.33,9.51,4.12,2.41,2.57,4.84,6.74,5.01,5.23,13.85
2013,8,6,12,0.93,0.935,0.005,2.2,1.025,1.905,2.265,4.43,1.95,1.86,1.715,2.7,3.76,2.53,2.595,8.065,0.93,0.935,0.005,2.2,1.025,1.905,2.265,4.43,1.95,1.86,1.715,2.7,3.76,2.53,2.595,8.065
2013,8,6,13,0.91,0.94,0.04,2.25,0.99,1.91,2.37,4.3,2.31,1.21,1.75,1.92,2.27,2.6,3.09,4.96,0.91,0.94,0.04,2.25,0.99,1.91,2.37,4.3,2.31,1.21,1.75,1.92,2.27,2.6,3.09,4.96
2013,8,6,14,1.03,1.12,0.1,3.14,1.07,2.47,2.73,4.21,2.7,1.63,1.21,2.7,2.56,2.11,3.21,7.02,1.03,1.12,0.1,3.14,1.07,2.47,2.73,4.21,2.7,1.63,1.21,2.7,2.56,2.11,3.21,7.02
2013,8,6,15,0.75,0.8,0.05,1.69,0.8,1.85,2.13,2.85,1.96,1.28,1.27,1.57,1.89,2.19,2.06,5.23,0.75,0.8,0.05,1.69,0.8,1.85,2.13,2.85,1.96,1.28,1.27,1.57,1.89,2.19,2.06,5.23
2013,8,6,16,0.73,0.79,0.07,2.03,0.76,1.49,1.6,3.16,1.83,1.16,0.82,1.67,2.13,2,1.84,4.81,0.73,0.79,0.07,2.03,0.76,1.49,1.6,3.16,1.83,1.16,0.82,1.67,2.13,2,1.84,4.81
2013,8,6,17,1,1.09,0.1,3.07,1.1,2.22,2.78,5.29,2.72,2.33,1.61,2.77,2.22,2.22,2.47,6.96,1,1.09,0.1,3.07,1.1,2.22,2.78,5.29,2.72,2.33,1.61,2.77,2.22,2.22,2.47,6.96
2013,8,6,18,1.19,1.26,0.07,3.73,1.3,2.92,2.53,5.71,3.01,4.84,1.23,2.72,3.1,3.51,3.53,8.08,1.19,1.26,0.07,3.73,1.3,2.92,2.53,5.71,3.01,4.84,1.23,2.72,3.1,3.51,3.53,8.08
2013,8,6,19,1.06,1.09,0.03,2.41,1.11,2.58,2.3,4.7,2.55,4.13,1.65,2.72,3.07,3.08,3.15,7.42,1.06,1.09,0.03,2.41,1.11,2.58,2.3,4.7,2.55,4.13,1.65,2.72,3.07,3.08,3.15,7.42
2013,8,6,20,0.8,0.84,0.04,2.4,0.87,1.89,1.78,3.1,2.31,2.28,1.08,1.84,1.8,2.04,2.87,5.6,0.8,0.84,0.04,2.4,0.87,1.89,1.78,3.1,2.31,2.28,1.08,1.84,1.8,2.04,2.87,5.6
2013,8,6,21,0.68,0.75,0.08,2.11,0.74,1.7,1.78,2.92,1.58,1.1,1.26,1.82,1.99,1.58,2.22,5.2,0.68,0.75,0.08,2.11,0.74,1.7,1.78,2.92,1.58,1.1,1.26,1.82,1.99,1.58,2.22,5.2
2013,8,6,22,0.57,0.59,0.02,1.49,0.58,1.55,1.45,2.12,1.42,1.03,0.83,1.21,1.53,1.6,2.07,4.2,0.57,0.59,0.02,1.49,0.58,1.55,1.45,2.12,1.42,1.03,0.83,1.21,1.53,1.6,2.07,4.2
2013,8,6,23,0.46,0.49,0.03,1.26,0.48,0.98,1.37,2.2,1,0.79,0.67,1.08,1.03,1.07,1.24,3.17,0.46,0.49,0.03,1.26,0.48,0.98,1.37,2.2,1,0.79,0.67,1.08,1.03,1.07,1.24,3.17
2013,8,6,24,0.59,0.6,0.01,1.45,0.62,1.52,1.78,1.99,1.44,0.99,0.96,1.22,1.2,1.71,1.33,2.81,0.59,0.6,0.01,1.45,0.62,1.52,1.78,1.99,1.44,0.99,0.96,1.22,1.2,1.71,1.33,2.81
2013,8,7,1,0.44,0.49,0.05,1.01,0.48,0.89,0.94,2.02,1.09,0.92,0.65,1.3,1.3,0.94,1.35,0.94,0.44,0.49,0.05,1.01,0.48,0.89,0.94,2.02,1.09,0.92,0.65,1.3,1.3,0.94,1.35,0.94
2013,8,7,2,0.42,0.44,0.02,1.2,0.45,1.03,0.93,1.79,1.04,0.8,0.53,1.05,1,1.03,1.01,0.97,0.42,0.44,0.02,1.2,0.45,1.03,0.93,1.79,1.04,0.8,0.53,1.05,1,1.03,1.01,0.97
2013,8,7,3,0.18,0.2,0.02,0.55,0.19,0.49,0.52,0.5,0.45,0.32,0.2,0.43,0.44,0.5,0.38,0.46,0.18,0.2,0.02,0.55,0.19,0.49,0.52,0.5,0.45,0.32,0.2,0.43,0.44,0.5,0.38,0.46
2013,8,7,4,0.23,0.25,0.02,0.67,0.25,0.52,0.7,0.64,0.63,0.33,0.27,0.67,0.62,0.57,0.51,0.6,0.23,0.25,0.02,0.67,0.25,0.52,0.7,0.64,0.63,0.33,0.27,0.67,0.62,0.57,0.51,0.6
2013,8,7,5,0.22,0.24,0.03,0.67,0.23,0.56,0.68,0.47,0.61,0.25,0.38,0.65,0.65,0.6,0.47,0.59,0.22,0.24,0.03,0.67,0.23,0.56,0.68,0.47,0.61,0.25,0.38,0.65,0.65,0.6,0.47,0.59
2013,8,7,6,0.25,0.26,0.01,0.71,0.28,0.67,0.57,0.7,0.51,0.5,0.43,0.6,0.54,0.58,0.69,0.71,0.25,0.26,0.01,0.71,0.28,0.67,0.57,0.7,0.51,0.5,0.43,0.6,0.54,0.58,0.69,0.71
2013,8,7,7,0.26,0.28,0.02,0.57,0.28,0.53,0.71,0.68,0.58,0.47,0.29,0.55,0.55,0.58,0.75,0.72,0.26,0.28,0.02,0.57,0.28,0.53,0.71,0.68,0.58,0.47,0.29,0.55,0.55,0.58,0.75,0.72
2013,8,7,8,0.52,0.55,0.03,1.17,0.56,1.3,1.2,1.84,1.35,1.06,0.56,1.42,1.43,1.2,1.21,1.95,0.52,0.55,0.03,1.17,0.56,1.3,1.2,1.84,1.35,1.06,0.56,1.42,1.43,1.2,1.21,1.95
2013,8,7,9,1.3,1.42,0.13,3.92,1.41,3.77,3.29,6.83,3.7,1.83,2.47,2.7,2.89,3.2,4.33,6.85,1.3,1.42,0.13,3.92,1.41,3.77,3.29,6.83,3.7,1.83,2.47,2.7,2.89,3.2,4.33,6.85
2013,8,7,10,1.61,1.67,0.06,4.05,1.69,3.39,4.08,8.1,3.72,1.86,1.84,3.9,7.21,4.43,5,13.26,1.61,1.67,0.06,4.05,1.69,3.39,4.08,8.1,3.72,1.86,1.84,3.9,7.21,4.43,5,13.26
2013,8,7,11,0.94,0.97,0.03,2.64,1.04,1.91,2.48,4.42,2.54,1.09,1.87,2.45,3.68,2.36,3.1,8.31,0.94,0.97,0.03,2.64,1.04,1.91,2.48,4.42,2.54,1.09,1.87,2.45,3.68,2.36,3.1,8.31
2013,8,7,12,0.79,0.82,0.03,1.785,0.795,2.085,2.215,4.04,1.735,1.345,1.575,2.335,4.4,2.275,2.03,6.965,0.79,0.82,0.03,1.785,0.795,2.085,2.215,4.04,1.735,1.345,1.575,2.335,4.4,2.275,2.03,6.965
2013,8,7,13,1.54,1.58,0.04,3.7,1.61,4.2,4.21,6.06,4.61,2.85,2.93,4.34,5.29,3.11,4.61,8.18,1.54,1.58,0.04,3.7,1.61,4.2,4.21,6.06,4.61,2.85,2.93,4.34,5.29,3.11,4.61,8.18
2013,8,7,14,1.44,1.53,0.09,4.48,1.57,3.66,3.01,5.92,3.33,2.38,2.64,2.96,4.3,3.03,3.41,10.11,1.44,1.53,0.09,4.48,1.57,3.66,3.01,5.92,3.33,2.38,2.64,2.96,4.3,3.03,3.41,10.11
2013,8,7,15,1.07,1.14,0.08,2.34,1.11,2.58,2.98,5.39,3.19,2.25,1.59,2.68,2.42,2.34,2.51,7.31,1.07,1.14,0.08,2.34,1.11,2.58,2.98,5.39,3.19,2.25,1.59,2.68,2.42,2.34,2.51,7.31
2013,8,7,16,0.99,1.06,0.08,3.1,1.03,2.41,2.31,5.22,2.24,1.22,1.81,2.72,3.58,2.03,2.74,7.3,0.99,1.06,0.08,3.1,1.03,2.41,2.31,5.22,2.24,1.22,1.81,2.72,3.58,2.03,2.74,7.3
2013,8,7,17,0.92,0.98,0.06,2.32,0.93,2.55,2.26,5.13,2.41,1.97,1.24,2.69,2.22,2.53,2.23,5.72,0.92,0.98,0.06,2.32,0.93,2.55,2.26,5.13,2.41,1.97,1.24,2.69,2.22,2.53,2.23,5.72
2013,8,7,18,1.03,1.05,0.02,2.16,1.14,2.47,3.09,5,2.62,1.99,1.2,3,2.66,2.75,2.75,6.66,1.03,1.05,0.02,2.16,1.14,2.47,3.09,5,2.62,1.99,1.2,3,2.66,2.75,2.75,6.66
2013,8,7,19,1.12,1.16,0.04,2.44,1.15,2.36,2.96,5.05,3.24,3.52,1.97,3.09,2.49,2.86,3.95,8.86,1.12,1.16,0.04,2.44,1.15,2.36,2.96,5.05,3.24,3.52,1.97,3.09,2.49,2.86,3.95,8.86
2013,8,7,20,0.91,0.94,0.03,2.63,0.98,2.3,2.62,4.45,2.52,2.82,1.19,2.16,2.36,2.41,3.22,7.04,0.91,0.94,0.03,2.63,0.98,2.3,2.62,4.45,2.52,2.82,1.19,2.16,2.36,2.41,3.22,7.04
2013,8,7,21,0.96,0.97,0.01,2.32,1.04,2.25,2.22,3.74,2.86,3.13,1.13,2.25,2.59,2.21,2.84,7.56,0.96,0.97,0.01,2.32,1.04,2.25,2.22,3.74,2.86,3.13,1.13,2.25,2.59,2.21,2.84,7.56
2013,8,7,22,0.77,0.81,0.04,1.66,0.81,1.8,2.25,3.58,2.31,1.88,1.37,2.04,1.63,1.89,2.01,6.16,0.77,0.81,0.04,1.66,0.81,1.8,2.25,3.58,2.31,1.88,1.37,2.04,1.63,1.89,2.01,6.16
2013,8,7,23,0.72,0.75,0.03,1.89,0.74,1.55,1.55,2.97,1.77,1.14,1.11,1.93,2.29,1.57,2.3,4.02,0.72,0.75,0.03,1.89,0.74,1.55,1.55,2.97,1.77,1.14,1.11,1.93,2.29,1.57,2.3,4.02
2013,8,7,24,0.43,0.44,0.01,1.07,0.45,0.93,1.33,1.55,1.14,0.73,0.56,1.11,0.94,1.23,1.12,2.63,0.43,0.44,0.01,1.07,0.45,0.93,1.33,1.55,1.14,0.73,0.56,1.11,0.94,1.23,1.12,2.63
2013,8,8,1,0.37,0.41,0.04,0.84,0.4,1.09,0.83,1.35,0.78,0.49,0.71,1.08,0.75,0.89,0.85,1.66,0.37,0.41,0.04,0.84,0.4,1.09,0.83,1.35,0.78,0.49,0.71,1.08,0.75,0.89,0.85,1.66
2013,8,8,2,0.58,0.63,0.06,1.73,0.62,1.31,1.72,2.14,1.24,1.15,0.6,1.21,1.59,1.67,1.31,1.21,0.58,0.63,0.06,1.73,0.62,1.31,1.72,2.14,1.24,1.15,0.6,1.21,1.59,1.67,1.31,1.21
2013,8,8,3,0.27,0.29,0.03,0.6,0.28,0.58,0.63,0.66,0.63,0.45,0.51,0.72,0.61,0.66,0.6,0.63,0.27,0.29,0.03,0.6,0.28,0.58,0.63,0.66,0.63,0.45,0.51,0.72,0.61,0.66,0.6,0.63
2013,8,8,4,0.25,0.26,0.01,0.67,0.26,0.68,0.71,0.75,0.71,0.41,0.3,0.74,0.59,0.65,0.7,0.74,0.25,0.26,0.01,0.67,0.26,0.68,0.71,0.75,0.71,0.41,0.3,0.74,0.59,0.65,0.7,0.74
2013,8,8,5,0.23,0.25,0.02,0.58,0.25,0.63,0.57,0.65,0.63,0.44,0.35,0.51,0.6,0.69,0.69,0.65,0.23,0.25,0.02,0.58,0.25,0.63,0.57,0.65,0.63,0.44,0.35,0.51,0.6,0.69,0.69,0.65
2013,8,8,6,0.25,0.28,0.03,0.63,0.26,0.69,0.77,0.53,0.65,0.31,0.38,0.58,0.54,0.56,0.67,0.71,0.25,0.28,0.03,0.63,0.26,0.69,0.77,0.53,0.65,0.31,0.38,0.58,0.54,0.56,0.67,0.71
2013,8,8,7,0.31,0.33,0.02,0.71,0.32,0.68,0.78,0.86,0.77,0.44,0.38,0.78,0.79,0.9,0.77,0.82,0.31,0.33,0.02,0.71,0.32,0.68,0.78,0.86,0.77,0.44,0.38,0.78,0.79,0.9,0.77,0.82
2013,8,8,8,0.37,0.38,0.01,0.95,0.38,0.75,0.94,1.27,0.95,0.44,0.45,0.78,1,1.03,1.15,1.22,0.37,0.38,0.01,0.95,0.38,0.75,0.94,1.27,0.95,0.44,0.45,0.78,1,1.03,1.15,1.22
2013,8,8,9,1.76,1.88,0.13,4.24,1.87,4.11,5.15,9.33,5.02,3.72,2.73,4.29,5.81,4.45,6.74,9.63,1.76,1.88,0.13,4.24,1.87,4.11,5.15,9.33,5.02,3.72,2.73,4.29,5.81,4.45,6.74,9.63
2013,8,8,10,0.86,0.9,0.05,2.46,0.93,1.88,2.63,4.76,1.8,1.49,1.22,1.84,2.72,2.47,2.17,7.39,0.86,0.9,0.05,2.46,0.93,1.88,2.63,4.76,1.8,1.49,1.22,1.84,2.72,2.47,2.17,7.39
2013,8,8,11,0.89,0.91,0.02,2.6,0.93,1.81,2.62,3.58,2.37,1.53,1.65,2.35,2.02,1.95,2.32,5.74,0.89,0.91,0.02,2.6,0.93,1.81,2.62,3.58,2.37,1.53,1.65,2.35,2.02,1.95,2.32,5.74
2013,8,8,12,0.665,0.695,0.035,1.905,0.72,1.895,2.015,3,1.755,1.455,1.12,1.55,2.69,1.98,2.105,5.76,0.665,0.695,0.035,1.905,0.72,1.895,2.015,3,1.755,1.455,1.12,1.55,2.69,1.98,2.105,5.76
2013,8,8,13,1.01,1.11,0.11,3.06,1.11,2.92,2.62,5.9,2.88,1.77,1.76,2.27,3.5,2.67,2.89,5.3,1.01,1.11,0.11,3.06,1.11,2.92,2.62,5.9,2.88,1.77,1.76,2.27,3.5,2.67,2.89,5.3
2013,8,8,14,0.68,0.75,0.08,2.15,0.73,1.75,1.46,3.44,1.98,0.92,1.27,1.57,1.57,2.01,2.29,4.97,0.68,0.75,0.08,2.15,0.73,1.75,1.46,3.44,1.98,0.92,1.27,1.57,1.57,2.01,2.29,4.97
2013,8,8,15,1.26,1.33,0.07,2.72,1.33,3.01,3.77,4.87,3.03,2.13,2.34,3.73,3.13,2.63,3.36,11.19,1.26,1.33,0.07,2.72,1.33,3.01,3.77,4.87,3.03,2.13,2.34,3.73,3.13,2.63,3.36,11.19
2013,8,8,16,1.5,1.62,0.13,3.64,1.51,3.36,3.43,6.09,3.23,1.68,2.02,3.97,7.99,3.12,4.15,13.45,1.5,1.62,0.13,3.64,1.51,3.36,3.43,6.09,3.23,1.68,2.02,3.97,7.99,3.12,4.15,13.45
2013,8,8,17,0.81,0.84,0.04,2.28,0.86,2.23,2.04,3.34,2.22,0.95,0.91,1.78,1.91,2.07,2.83,6.58,0.81,0.84,0.04,2.28,0.86,2.23,2.04,3.34,2.22,0.95,0.91,1.78,1.91,2.07,2.83,6.58
2013,8,8,18,1.1,1.14,0.05,2.68,1.18,3.08,2.66,4.42,3.22,1.34,1.29,2.79,3.24,2.26,3.39,6.68,1.1,1.14,0.05,2.68,1.18,3.08,2.66,4.42,3.22,1.34,1.29,2.79,3.24,2.26,3.39,6.68
2013,8,8,19,0.93,0.99,0.06,2.59,0.97,2.55,2.78,5.07,2.06,1.5,1.33,2.08,2.76,2.53,3.62,6.51,0.93,0.99,0.06,2.59,0.97,2.55,2.78,5.07,2.06,1.5,1.33,2.08,2.76,2.53,3.62,6.51
2013,8,8,20,0.73,0.79,0.06,2.11,0.79,1.67,1.74,3.47,1.95,0.95,1.14,1.58,1.52,2.11,2.33,5.95,0.73,0.79,0.06,2.11,0.79,1.67,1.74,3.47,1.95,0.95,1.14,1.58,1.52,2.11,2.33,5.95
2013,8,8,21,1.06,1.07,0.01,2.47,1.08,2.82,3.11,4.53,2.9,2.04,1.93,2.94,2.13,2.35,3.59,9.15,1.06,1.07,0.01,2.47,1.08,2.82,3.11,4.53,2.9,2.04,1.93,2.94,2.13,2.35,3.59,9.15
2013,8,8,22,0.67,0.71,0.04,1.64,0.7,1.77,1.38,2.68,1.44,0.89,0.71,1.54,1.38,1.86,2.12,4.27,0.67,0.71,0.04,1.64,0.7,1.77,1.38,2.68,1.44,0.89,0.71,1.54,1.38,1.86,2.12,4.27
2013,8,8,23,0.35,0.38,0.03,1.08,0.38,0.97,1.05,1.41,0.93,0.62,0.64,0.75,1.02,0.95,1.09,0.9,0.35,0.38,0.03,1.08,0.38,0.97,1.05,1.41,0.93,0.62,0.64,0.75,1.02,0.95,1.09,0.9
2013,8,8,24,0.22,0.23,0.01,0.47,0.24,0.62,0.51,0.93,0.49,0.27,0.37,0.61,0.66,0.6,0.59,0.67,0.22,0.23,0.01,0.47,0.24,0.62,0.51,0.93,0.49,0.27,0.37,0.61,0.66,0.6,0.59,0.67
2013,8,9,1,0.4,0.42,0.02,0.86,0.43,1.15,0.95,1.41,0.99,0.52,0.78,0.85,0.96,0.93,1.07,0.9,0.4,0.42,0.02,0.86,0.43,1.15,0.95,1.41,0.99,0.52,0.78,0.85,0.96,0.93,1.07,0.9
2013,8,9,2,0.3,0.33,0.03,0.7,0.31,0.76,0.83,1.32,0.79,0.49,0.47,0.66,0.63,0.76,0.67,0.86,0.3,0.33,0.03,0.7,0.31,0.76,0.83,1.32,0.79,0.49,0.47,0.66,0.63,0.76,0.67,0.86
